OBJECTID,objectid_1,vendor_name,vendor_city,vendor_state,vendor_zip_code,vendor_id
2770,2770,NORTHERN AZ WIND AND S,FLAGSTAFF,AZ,86004,38593
2771,2771,GOVX INC,SAN DIEGO,CA,92037,31929
2772,2772,OWL BAKERY,ASHEVILLE,NC,28806,32427
2773,2773,WEATHERTECH DIRECT LLC,BOLINGBROOK,IL,60440,32599
2774,2774,NELSON BYRD WOLTZ LLC,CHARLOTRTESVILLE,VA,22902,33140
2775,2775,OLYMPIC CASE COMPANY,TAMPA,FL,33619,35304
2776,2776,UPSTATE CONTAINERS LLC,EASLEY,SC,296423337,36798
2777,2777,VOSS SIGNS,MANLIUS,NY,13104,25437
2778,2778,LITE-ON TECHNOLOGY USA INC.,SAN JOSE,CA,95131,25935
2779,2779,SHERATON BIRMINGHAM,BIRMINGHAM,AL,352031101,26642
2780,2780,CMC PRESSURE WASHERS,CAIRO,GA,39828,28142
2781,2781,SP   RADIOSHACK,FORT WORTH,TX,76102,28806
2782,2782,DURHAM BULLS BSBLL WEB,DURHAM,NC,27701,30435
2783,2783,IDEASTREAM CONSUMER PR,CLEVELAND,OH,44115,25294
2784,2784,FOUR POINTS BY SHERATO,CHARLOTTE,NC,28217,25958
2785,2785,ASHEVILLE-BUNCOMBE COMMUNITY LAND TRUST,ASHEVILLE,NC,28804,35447
2786,2786,HARRIN`S SAND & GRAVEL,ASHEVILLE,NC,28806,37196
2787,2787,LESCO RESTORATIONS INC,SPARTANBURG,SC,29301,26791
2788,2788,CANVA FOR WORK YEARLY,PALO ALTO,CA,94301,27209
2789,2789,THE KEVIN EIKENBERRY,INDIANAPOLIS,IN,462682812,29204
2790,2790,K9 COP MAGAZINE,BOAZ,KY,42027,30704
2791,2791,CARDIAC LIFE PRODUCTS,BRIGHTON,NY,146251528,31786
2792,2792,"E. LUKE GREENE COMPANY, INC.",STRAWBERRY PLAINS,TN,37871,32619
2793,2793,CRAIG'S FIREARM SUPPLY,KNOXVILLE,TN,37920,16489
2794,2794,PARKER FARM SUPPLY,MARS HILL,NC,28754,25145
2795,2795,NRA SERVSAFE,CHICAGO,IL,60604,25809
2796,2796,NATIVE KITCHEN AND,ASHEVILLE,NC,28805,26768
2797,2797,296 SHORT MICHIGAN AVENUE LLC,ASHEVILLE,NC,28802,33432
2798,2798,ASHEVILLE CHINA WOK,ASHEVILLE,NC,28804,33801
2799,2799,BOMA INTERNATIONAL 1,WASHINGTON,DC,200055002,33973
2800,2800,CARDIOCOMMAND- INC,TAMPA,FL,33607,36506
2801,2801,MCKISSOCK,MARYLAND HEIGHTS,PA,63146,38670
2802,2802,ENGINEERING EDUCATION,FOLSOM,CA,95630,27850
2803,2803,Association of Equipme,GLENWOOD SPRINGS,CO,81601,28514
2804,2804,WCT PRODUCTS INC,MARINA DEL REY,CA,90292,30014
2805,2805,ZOOM.US,SAN JOSE,CA,95113,31219
2806,2806,MANAGED.COM,BELLEVUE,NE,68005,31809
2807,2807,BULKAMMO.COM (800)720-,SAINT LOUIS,MO,63146,33260
2808,2808,SPIRIT HALLOWEEN 60698,ASHEVILLE,NC,28805,30990
2809,2809,INTERNATIONAL TRANSACTION,ASHEVILLE,NC,28801,32662
2810,2810,BLUE PLANET PLUMBING L,ASHEVILLE,NC,28803,34322
2811,2811,"DEUTSCH & GOTTSCHALK, P.A.",ASHEVILLE,NC,28801,36741
2812,2812,SPORTWORKS GLOBAL LLC,WOODINVILLE,WA,98072,38650
2813,2813,WILLIAMS AND WILLIAMS,LAKELAND,FL,33801,26413
2814,2814,"RAMER MANUFACTURING, INC",RAMER,AL,36069,28832
2815,2815,TI FRONT DESK,LAS VEGAS,NV,89109,30243
2816,2816,GH BASS & CO #4653,ASHEVILLE,NC,28806,30741
2817,2817,SAFETY KLEEN SYSTEMS INC,NORWELL,MA,02061-9149,8709
2818,2818,SILVERS AUTO SERVICE INC.,ASHEVILLE,NC,28806,8746
2819,2819,BASKETBALL CLUB OF WESTERN NORTH CAROLIA,ASHEVILLE,NC,28814,5414
2820,2820,DAIKIN APPLIED AMERICAS INC.,MINNEAPOLIS,MN,55441,1713
2821,2821,JOHNSON CONTROLS SECURITY SOLUTIONS,BOCA RATON,FL,33487,17365
2822,2822,IAN WILKINSON,ASHEVILLE,NC,28801,19025
2823,2823,WESTGATE MINI STORAGE,ASHEVILLE,NC,28806,35175
2824,2824,WWW.PARTSIPS.COM,BRANDYWINE SPRINGS MANOR,DE,19808,36386
2825,2825,TITAN DISTRIBUTORS INC,MEMPHIS,TN,381259913,37382
2826,2826,TRIBUTE STORE,MIDDLETON,WI,53562,38009
2827,2827,ALOFT,WILMINGTON,NC,28401,38507
2828,2828,GOTPRINT.COM,818-252-3000,CA,915051073,28228
2829,2829,APEX PEST CONTROL,ASHEVILLE,NC,28806,28726
2830,2830,MAG TEK,SEAL BEACH,CA,90740,29851
2831,2831,TAXI SVC CHARLOTTE,CHARLOTTE,NC,28205,32058
2832,2832,IMAGINATION PG LLC,PROVIDENCE,RI,02904,33681
2833,2833,SECURE CABLE TIES,QUAKERTOWN,PA,18951,34179
2834,2834,"ALPHA CARD SYSTEMS, LLC",PORTLAND,OR,97281,21730
2835,2835,HYATT REGENCY GREENVIL,GREENVILLE,SC,29601,26021
2836,2836,SKILLPATH NATIONAL,MISSION,KS,662023247,27681
2837,2837,PRODUCTIVE CORPORATION,MINNEAPOLIS,MN,55403,7976
2838,2838,EMPLOYEE ASSISTANCE NETWORK IN,ASHEVILLE,NC,28894,7727
2839,2839,BELLEAU TE  TRIAL OVER,BRONX,NY,10463,35616
2840,2840,LUME CUBE INC.,CARLSBAD,CA,92010,38613
2841,2841,COURTYARD WINSTON-SALE,WINSTON-SALEM,NC,27105,26960
2842,2842,CA-NV SECTION AWWA,RANCHO CUCAMONGA,CA,91730,28371
2843,2843,NETWORKFLEET INC,DALLAS,TX,75397-5544,28534
2844,2844,IBI GROUP,RALEIGH,NC,27601,32613
2845,2845,EMERALDPOINTWETNWILDWE,GREENSBORO,NC,27406,32699
2846,2846,OCTOPUS GARDEN,ASHEVILLE,NC,28806,33695
2847,2847,ALLEGRA PRINT & IMAGING,ASHEVILLE,NC,28801,6253
2848,2848,LEXISNEXIS RISK & INFOR. ANALY,PHILADELPHIA,PA,19170-6157,6290
2849,2849,NEWMAN SIGNS,JAMESTOWN,ND,58402,10581
2850,2850,HALFMOON EDUCATION,ALTOONA,WI,54720,27893
2851,2851,OLD DOMINION BRUSH COMPANY INC,RICHMOND,VA,23231,27979
2852,2852,FOURPOINTS CUMBERLAND,KNOXVILLE,TN,37916,29602
2853,2853,EMBASSY SUITES,WILMINGTON,NC,284013360,31225
2854,2854,ESCALADE SPORTS #0001,EVANSVILLE,IN,47711,32307
2855,2855,EASTERN FIRE EQUIPMENT,WORMLEYSBURG,PA,17043,35012
2856,2856,CURATED.COM 9ZLAXW,SAN FRANCISCO,CA,94107,35553
2857,2857,"HAZEN AND SAWYER, D P.C.",NEW YORK,NY,10018,16675
2858,2858,CAROLINA MOUNTAIN SA,ASHEVILLE,NC,28803,25082
2859,2859,CASTLE WORLDWIDE,MORRISVILLE,NC,27560,31823
2860,2860,CURTIS BAY MEDICAL WASTE SERVICES,BALTIMORE,MD,21224,36151
2861,2861,SP   MUCKBOOT-USA,COSTA MESA,CA,92627,37823
2862,2862,SP   MEDSITIS,AUSTIN,TX,78727,38066
2863,2863,JPW INDUSTRIES HOLDING,LA VERGNE,TN,37086,38072
2864,2864,DISNEY PLUS,BURBANK,CA,91521,38315
2865,2865,PRECISION RESCUE VEHICLES,ARDEN,NC,28704,25580
2866,2866,"T-MOBILE USA, INC.",BELLEVUE,WA,98006,26997
2867,2867,NATIONAL CLT NETWORK,PORTLAND,OR,972020000,27246
2868,2868,INK48,NEW YORK,NY,10036,27495
2869,2869,BIG BLACK BOOTS,SAN DIEGO,CA,92122,29908
2870,2870,VET DEPT OF PATHOBIOLO,KENNET SQUARE,PA,19348,31580
2871,2871,AMERICAN PUBLIC WORKS NC CHAPTER,GREENSBORO,NC,27402-3136,3834
2872,2872,A T & T,ATLANTA,GA,30348-5262,8168
2873,2873,BARTLETT MANUFACTURING,MARLETTE,MI,48453,29267
2874,2874,CROWNE PLAZA HICKORY,HICKORY,NC,28602,29808
2875,2875,FAIRFIELD INN & SUITES,ASHEVILLE,NC,28805,31431
2876,2876,ASLA ONLINE,JAMESTOWN,NY,14701,31972
2877,2877,JAMES NORMAN,ARDEN,NC,28704,33638
2878,2878,TRUSTID,PLEASANTON,CA,94588,37425
2879,2879,FAIRFIELD INN & SUITES,WAKE FOREST,NC,27587,37966
2880,2880,FRED PRYOR SEMINARS,KANSAS CITY,MO,64141-0498,2068
2881,2881,APPLIED ELECTRONICS,NEWPORT NEWS,VA,23606,31033
2882,2882,SAM CARBIS SOLUTIONS G,FLORENCE,SC,29501,33197
2883,2883,DONALD W. MACDONALD ARCHITECT,SAN FRANCISCO,CA,94103,33446
2884,2884,PAGES TOWING,ASHEVILLE,NC,28806,35610
2885,2885,SP   MODERNO CO,TORONTO,ON,M4B1A2,36443
2886,2886,SUPERIOR FITNESS SYSTEM SERVICES,GREENVILLE,SC,29617,22377
2887,2887,RAINMAKER,DALLAS,TX,75225,26954
2888,2888,B & L DISTRIBUTING 4,FLETCHER,NC,28732,28036
2889,2889,PRINTING CENTER USA,GREAT FALLS,MT,59401,28869
2890,2890,RANKIN VAULT COCKTAIL,ASHEVILLE,NC,28801,29118
2891,2891,JENNIFER GOLDENBERG,ASHEVILLE,NC,28804,30200
2892,2892,N C DEPT OF REVENUE,RALEIGH,NC,27640,1919
2893,2893,CLEVELAND COMMUNITY COLLEGE,SHELBY,NC,28152,11116
2894,2894,"OSBURN ASSOCIATES, INC.",LOGAN,OH,43138,11657
2895,2895,SHANNON CHEMICAL CORPORATION,MALVERN,PA,19355,12198
2896,2896,ASHEVILLE REGIONAL AIRPO,FLETCHER,NC,28732,20903
2897,2897,AM LEONARD,PIQUA,OH,45356,30100
2898,2898,REGISTERS GOAT SUPPLIE,WADE,NC,28395,32805
2899,2899,LC INDUSTRIES DBA SIGNS TO THE NINES,GREENVILLE,SC,29615,33346
2900,2900,CLASSIC AUTOMATION LLC,WEBSTER,NY,14580,34969
2901,2901,BAYSIDE RUBBER  PRODUC,MOBILE,AL,366935613,36051
2902,2902,HAMPTON INN & SUITES C,CHARLOTTE,NC,28273,24149
2903,2903,"ROSKAN, KATHERINE   ",CHARLOTTE,NC,28205,25231
2904,2904,U&S SERVICES INC,TONAWANDA,NY,14150,26854
2905,2905,THE BROWN BOOK SHOP,HOUSTON,TX,77002,27936
2906,2906,HD SUPPLY FACILITIES MAINTENANCE LTD,WAUKEGAN,IL,60085,8609
2907,2907,ASHEVILLE COMMUNICATIONS,ASHEVILLE,NC,28801,119
2908,2908,BENJAMIN CONNOR SCALES ESQ,ASHEVILLE,NC,28801,8941
2909,2909,INSTITUTION OF FIRE ENGINEERS - USA BRANCH,FORT WORTH,TX,76137,20680
2910,2910,ROMA JEAN REYNOLDS,LEICESTER,NC,28748,34411
2911,2911,JLM ACTUARIAL LLC,ATLANTA,GA,30355-6000,37328
2912,2912,COUNTRY INN AND SUITES,ASHEVILLE,NC,288010000,37992
2913,2913,PLAYRES MANAGEMENT LLC,ASHEVILLE,NC,28806,38324
2914,2914,CAROLINASHOE.COM,ANDOVER,MA,01810,38656
2915,2915,USA USA PEPSI HICKORY,WOODFIN,NC,19355,25921
2916,2916,LOCALITY MEDIA INC,GARDEN CITY,NY,11530,28506
2917,2917,TEXAS ROADHOUSE #116,ASHEVILLE,NC,28803,29502
2918,2918,AY CARAMBA,ASHEVILLE,NC,28803,29834
2919,2919,CLAIM ADJ/CHICKFILA ONE 8,ATLANTA,GA,30349,32751
2920,2920,EVILMADSCIENTIST,SUNNYVALE,CA,94089,33083
2921,2921,"SHANTZ, MARK        ",FAYETTEVILLE,NC,28305,25234
2922,2922,GREAT WOLF LDG CONCORD,CONCORD,NC,28027,38015
2923,2923,CAREERECO,ATLANTA,GA,30327,38679
2924,2924,LEATHERS   ASSOCIATES,ITHACA,NY,148503344,25566
2925,2925,ZULILY,SEATTLE,WA,98121,29193
2926,2926,LANCASTER ARCHERY SUPP,LEOLA,PA,17540,31185
2927,2927,AREAWIDE TRANSPORTATIO,LEICESTER,NC,28748,31400
2928,2928,VICTORIASSECRET.COM,REYNOLDSBURG,OH,43068,32728
2929,2929,CAREER STEP,LEHI,UT,84043,33060
2930,2930,RENTAL UNIFORM SERVICE OF,GASTONIA,NC,28052,6903
2931,2931,"COLEMAN, ANDREA",ASHEVILLE,NC,28801,28460
2932,2932,RIVERLINK,AUSTIN,TX,787540000,33793
2933,2933,BROTHER MALL,BRIDGEWATER,NJ,088072861,34125
2934,2934,WENDYS 5,MURPHY,NC,28906,34789
2935,2935,MEDOFFICEDIRECT,NAPLES,FL,34110,38370
2936,2936,PEN FDIC/FIRE ENGINEER,TULSA,OK,74112,27132
2937,2937,OWU PUBLIC SAFETY,DELAWARE,OH,43015,27464
2938,2938,BRITTANY SUPPLY,CANDLER,NC,28715-1689,474
2939,2939,MITY-LITE,OREM,UT,84057,1802
2940,2940,MCI FLEET SUPPORT,LOUISVILLE,KY,40258,16790
2941,2941,DOCKER:INV-67720027-BC,SAN FRANCISCO,CA,94107,38848
2942,2942,PERFORMANCE INSTITUTE,ALEXANDRIA,VA,22314,23860
2943,2943,"KELLUM, BRIAN       ",ASHEVILLE,NC,28806,24401
2944,2944,VERMEER MID ATLANTIC-S,SIMPSONVILLE,SC,29680,27819
2945,2945,EQUITY SUMMIT 2018,OAKLAND,CA,94612,29147
2946,2946,COMFORT INN OCEANFRONT,NAGS HEAD,NC,27959,29479
2947,2947,SCNB 7000,MEBANE,NC,27302,38184
2948,2948,PMA MANAGEMENT CORPORATION,PHILADELPHIA,PA,19182-4857,5861
2949,2949,"JLS COMPANY, LLC",SKYLAND,NC,28776,8446
2950,2950,COLORFUL PALATE,ARDEN,NC,28704,10438
2951,2951,QUEST DIAGNOSTICS,GREENSBORO,NC,27410,20843
2952,2952,TENNESSEE RECREATION A,FRANKLIN,TN,37065,37491
2953,2953,TST  SOUTH OF PHILLY #,ASHEVILLE,NC,28805,37829
2954,2954,HAMPTON INN OF WILKESB,WILKESBORO,NC,28697,27009
2955,2955,LEDFORDS FARM FRSH PRO,SWANNANOA,NC,28778,27673
2956,2956,CUSTOM SIGNS,JACKSONVILLE,FL,32207,30335
2957,2957,ISLIDE,BOSTON,MA,02136,34912
2958,2958,WESTERN NORTH CAROLINA MINORITY BUSINESS ASSOC.,HENDERSONVILLE,NC,28792,36827
2959,2959,APPLE INC,CUPERTINO,CA,95014,7467
2960,2960,TOP LINE TROPHIES,WEAVERVILLE,NC,28787,3846
2961,2961,UNIVAR USA INC,DOWNERS GROVE,IL,60515-5560,2303
2962,2962,SUNSHINE SAMMIES,ASHEVILLE,NC,28801,36263
2963,2963,RACE RELATIONS STATION,ASHEVILLE,NC,28806,36478
2964,2964,ATLANTIC SOUTHEAST INVESTIGATORS INC.,ARDEN,NC,28704,36804
2965,2965,ACSM INC,CHARLOTTE,NC,28203,27773
2966,2966,GREEN LIGHTING WHOLESA,GAHANNA,OH,432306670,28314
2967,2967,"SEMAN, MICHAEL T",DENVER,CO,80212,28320
2968,2968,FIRST BAPTIST CHURCH OF ASHEVILLE,ASHEVILLE,NC,28801,29648
2969,2969,GME SUPPLY CO,COLUMBIA,MO,65202,33601
2970,2970,NC/SC IAAI,MATTHEWS,NC,28104,25466
2971,2971,GBCI,WASHINGTON,DC,20036,25635
2972,2972,UPPER STATE CODE ENFORCEMENT ASSOCIATION OF SC,GREENVILLE,SC,29602,27627
2973,2973,SALLY BEAUTY #0078,ASHEVILLE,NC,28806,30212
2974,2974,INT'L ASSOC OF ADMIN P,KANSAS CITY,MO,64153,30876
2975,2975,CREEKSIDE TAPHOUSE,ASHEVILLE,NC,28805,31709
2976,2976,BRYAN FAIRFIELD INN,BRYAN,TX,77802,33037
2977,2977,"BENJAMIN, ROBERT L.",ARDEN,NC,28704,18997
2978,2978,COURTYARD BY MARRIOTT,WILMINGTON,NC,28401,25612
2979,2979,MARRIOTT LOUISVILLE,LOUISVILLE,KY,40202,25735
2980,2980,DIVERSITYI,PRINCETON,NJ,08540,26940
2981,2981,ANDREW CANTRELL,SWANNANOA,NC,28778,31022
2982,2982,THE KAYAK FISHING STOR,NORTH WILDWOOD,NJ,08260,31563
2983,2983,THAD COLLINS,CLYDE,NC,28721,32227
2984,2984,9FOLD  NEOBURR3973003,NEW YORK,NY,10004,37637
2985,2985,WELDERS SUPPLY COMPANY,BELOIT,WI,53511,38178
2986,2986,"LIVING ROOFS, INC.",ASHEVILLE,NC,28801,15184
2987,2987,NAVEX GLOBAL INC,LAKE OSWEGO,OR,97035-3177,26591
2988,2988,BOSS BUCK INC,SEAGOVILLE,TX,75159,26840
2989,2989,SP   CARNIVALSOURCE,MURRIETA,CA,92563,31749
2990,2990,"RED ROOF INNS, INC",NEW ALBANY,OH,43054,34749
2991,2991,"FLOODFOCUS ENGINEERING, INC.",MINT HILL,NC,28227,36326
2992,2992,TST  PIE ZAA PIZZA,ASHEVILLE,NC,28801,38330
2993,2993,SPRINT,CHARLOTTE,NC,28201-1028,2721
2994,2994,MARCIE ANNAMORA MCGRATH,ASHEVILLE,NC,28816,8592
2995,2995,SYN-TECH SYSTEMS INC,TALLAHASSEE,FL,32314,8377
2996,2996,CARING FOR CHILDREN,ASHEVILLE,NC,28815,7049
2997,2997,SCHNABEL ENGINEERING SOUTH PC,CHARLOTTE,NC,28260-0531,4596
2998,2998,DLT SOLUTIONS,HERNDON,VA,20171,10547
2999,2999,THE PETE STORE LLC,RICHMOND,VA,23234,32187
3000,3000,DANIELLE HANNA,ASHEVILLE,NC,28806,37013
3001,3001,U HAUL STORE 0086756,ASHEVILLE,NC,288052217,38888
3002,3002,HOLIDAY INN EXPRESS,SPARTANBURG,SC,29301,28855
3003,3003,"DOUGLAS FOOD STORES, INC.",BLUEFIELD,WV,24701,30066
3004,3004,TOMAHAWK LIVE TRAP 1,HAZELHURST,WI,54531,30859
3005,3005,IN PROFESSIONAL LI,INDIANAPOLIS,IN,46204,31062
3006,3006,BACKYARD XSCAPES,SAN DIEGO,CA,92130,31394
3007,3007,COURTYARD ATLANTA WIND,ATLANTA,GA,30339,31855
3008,3008,HILTON GARDEN INN & SU,TERRE HAUTE,IN,47807,27859
3009,3009,BOUND TREE MEDICAL LLC,DUBLIN,OH,43016,7985
3010,3010,ED HOLMES & ASSOCIATES,ASHEVILLE,NC,28816,7653
3011,3011,BILL FRITZ SPORTS,APEX,NC,27502,328
3012,3012,NORTH CAROLINA EMERGENCY MANAGEMENT ASSOCIATION,WILKESBORO,NC,28697,13309
3013,3013,"THOMAS LEE PRIESTER, JR.",ASHEVILLE,NC,28806,33707
3014,3014,A ROOTER KING INC,ASHEVILLE,NC,28816,25297
3015,3015,"LOPEZ, GEOVANNA",ARDEN,NC,28704,28214
3016,3016,"STEVENS FIRE EQUIPMENT, INC",MORGANTON,NC,28655,29293
3017,3017,US FLEET TRACKING,EDMOND,OK,73013,29625
3018,3018,RODNEY HOLLOWAY,MILLS RIVER,NC,28759,32628
3019,3019,JPW INDUSTRIES INC,LA VERGNE,TN,37086,27278
3020,3020,CUSTOM EXHAUST AND BRA,ASHEVILLE,NC,28806,28360
3021,3021,BATTERY MART OF WINCHE,WINCHESTER,VA,22601,28606
3022,3022,SUN N SKI - 70,HOUSTON,TX,77099,28692
3023,3023,FACTORY CLEANING EQUIP,AURORA,IL,60502,28901
3024,3024,ROSES #450,BURNSVILLE,NC,28714,28938
3025,3025,WHOLESALE YOGA MATS,MONROE,NC,28110,32233
3026,3026,"S & H PROPERTY INVESTMENTS, LLC",ARDEN,NC,28704,34016
3027,3027,JAKI SHELTON GREEN,MEBANE,NC,27302,34889
3028,3028,BROWN AND CALDWELL,CHARLOTTE,NC,28202,5778
3029,3029,AFFORDABLE MUFFLER AND,ASHEVILLE,NC,28801,21762
3030,3030,PRISTINE CLEAN CAR WAS,CANDLER,NC,28715,31254
3031,3031,PDQ 511,HICKORY,NC,28602,32333
3032,3032,SHIELDSPIKE LLC,PHOENIX,AZ,853102762,34497
3033,3033,CLAIM ADJ/LA QUINTA INN &,SUITES,ST,72205,38825
3034,3034,CONVENTION STRATEGY GR,GERMANTOWN,MD,20874,29333
3035,3035,SUMURI LLC,CAMDEN,DE,19934,30667
3036,3036,IMSA SOUTHEASTERN SECTION,TRUSSVILLE,AL,35173,7504
3037,3037,"T&K UTILITIES, INC.",ASHEVILLE,NC,28803,11334
3038,3038,"UNIFIED TECHNOLOGY SYSTEMS, INC.",ATLANTA,GA,30339,18619
3039,3039,PRIMARY EYE CARE ASSOCIATES OD PA,ASHEVILLE,NC,28801,17285
3040,3040,INTERNATIONAL TRANSACTION,CITY,ST,00000,36472
3041,3041,WWW.REDBUBBLE.COM,SAN FRANCISCO,CA,94104,29980
3042,3042,IDEALIST.ORG 2622155,NEW YORK CITY,NY,10001,30275
3043,3043,RICHARD HENRY MOORE,RALEIGH,NC,27609,32482
3044,3044,BOUNTIFULCITIESPROJ,OAKLAND,CA,94607,33269
3045,3045,CARDS ON RACE,BROOKLYN,NY,11201,33810
3046,3046,PI SQUARED HENDERSONVI,HENDERSONVILLE,NC,28791,36269
3047,3047,"SMITH DRAY LINE & STORAGE CO., INC.",CANDLER,NC,28715,20285
3048,3048,L S AND SONS,EATONTOWN,NJ,07724,25111
3049,3049,INMOTION/AIRPORTATL-A4,ATLANTA,GA,30320,28646
3050,3050,"NHM CONSTRUCTORS, LLC",ASHEVILLE,NC,28816,18224
3051,3051,SOUTHERN FLOORING   ,Greenville,NC,29605,24716
3052,3052,FENCESCREEN INC.,LAKE FOREST,CA,92630,25303
3053,3053,RESTAURANT EQUIPMENT GALAXY INC,ASHEVILLE,NC,28805,25549
3054,3054,USBTA,CENTENNIAL,CO,801221309,30126
3055,3055,CRAIG PLOCICA,ASHEVILLE,NC,28805,30962
3056,3056,WATERCOLOR INN  RESORT,SANTA ROSA BE,FL,32459,31208
3057,3057,HOLIDAY INN,ASHEVILLE,NC,28805,33123
3058,3058,MEDICAL DEVICE DEPOT I,ELLICOTT,MD,21042,37205
3059,3059,INTERNATIONAL TRANSACTION,CITY,ST,0,37451
3060,3060,SUBWAY        04473864,DORAVILLE,GA,30340,25798
3061,3061,BOUNTIFUL CITIES PROJECT INC,ASHEVILLE,NC,28802,26385
3062,3062,SINK OR SWIM SCUBA INC,GASTONIA,NC,28056,26631
3063,3063,MAY HEAVY EQUIPMENT,LEXINGTON,NC,27292,26877
3064,3064,BROOKS PIERCE MCLENDON HUMPHREY & LEONARD LLP,GREENSBORO,NC,27401,27713
3065,3065,WATERSHED LLC,ASHEVILLE,NC,28804,29631
3066,3066,T.R.Y INC.,ASHEVILLE,NC,28804,2927
3067,3067,"KEPLINGER, DAVID WAYNE",FAIRVIEW,NC,28730,14288
3068,3068,MED EXPRESS INC,FLETCHER,NC,287328583,36223
3069,3069,SONA COMPOUNDING PHARM,ASHEVILLE,NC,28803,37059
3070,3070,MTB HOPPER,VILNIUS,DU,02300,37305
3071,3071,"SPORT PIX, INC.     ",SHELBY,NC,28152,25944
3072,3072,ASHEVILLE TRIBUNE INC,ASHEVILLE,NC,28813,30272
3073,3073,SHERATON,NASHVILLE,TN,37214,30813
3074,3074,ASHEVILLE TAXI CO.,ASHEVILLE,NC,28801,31354
3075,3075,ATLANTA MARRIOTT NORTH,ATLANTA,GA,30339,32436
3076,3076,ZOLL MEDICAL CORPORATION,CHELMSFORD,MA,01824,34895
3077,3077,ASHEVILLE CITIZEN-TIMES,DALAS,TX,75267,36
3078,3078,"INTERSTATE TRANSPORTATION SALES & SERVICES, INC.",HIGH POINT,NC,27263,12771
3079,3079,ILLINOIS ENGINEERED PR,CHICAGO,IL,60608,30083
3080,3080,PROMOTION STORE LLC,ORMOND BEACH,FL,32174,32004
3081,3081,BLUE RIDGE PUBLIC RADI,ASHEVILLE,NC,28801,32336
3082,3082,"APPLIED CONCEPTS, INC.",RICHARDSON,TX,75081,34494
3083,3083,QUALITY INNS,SAVANNAH,GA,31401,38573
3084,3084,DOMINO'S 8988,ASHEVILLE,NC,28805,25506
3085,3085,DAYBREAK INC.,ASHEVILLE,NC,28803,25838
3086,3086,THE DETAIL SHOP,BLACK MTN,NC,28711,26004
3087,3087,DEPOSITPHOTOS INC,FORT LAUDERDALE,FL,33301,29419
3088,3088,CAROLINA SYSTEMS AND SERVICES,ARDEN,NC,28704,3594
3089,3089,WASTE PRO,ARDEN,NC,28704,11254
3090,3090,DALTON'S LAWN & LANDSCAPING,ASHEVILLE,NC,28806,9047
3091,3091,GOVERNMENT JOBS.COM INC.,EL SEGUNDO,CA,90246,13246
3092,3092,ASHEVILLE-BUNCOMBE REGIONAL SPORTS COMMISSION,ASHEVILLE,NC,28801,12914
3093,3093,STONE TRUCK PARTS,GARNER,NC,27529,16541
3094,3094,NASACT,LEXINGTON,KY,40503,37056
3095,3095,CHONZIE INC,ASHEVILLE,NC,28803,37222
3096,3096,FIRE CRAFT SAFETY PROD,COLUMBUS,OH,43228,28068
3097,3097,BOB LAWRENCE POWER EQU,ASHEVILLE,NC,28801,28400
3098,3098,DUCK DONUTS - ASHEVILL,ASHEVILLE,NC,28801,28566
3099,3099,BASEBALL SAVINGS,SAINT PAUL,MN,55075,32857
3100,3100,EVACUUMSTORE.COM,BRAINTREE,MA,02184,33521
3101,3101,"PULLIAM STATE BUREAU, LLC",ASHEVILLE,NC,28803,34019
3102,3102,"UNITED TACTICAL SYSTEMS, LLC",FORT WAYNE,IN,46809,21404
3103,3103,QUICK SOURCE LEARNING,HARRISONBURG,VA,22801,24865
3104,3104,THE CORPORATE CONNEC,SALEM,MA,019700000,25197
3105,3105,MECKLENBURG CO PARK&RE,CHARLOTTE,NC,28216,25363
3106,3106,"WRAY, AMANDA B",ASHEVILLE,NC,28804,27404
3107,3107,"RONALD E SNEED, PA",BLACK MTN,NC,28711-0995,2406
3108,3108,WOODWORKING DESIGNS OF,ASHEVILLE,NC,28806,27710
3109,3109,PARKING CITY OF RICHMO,RICHMOND,VA,23219,31128
3110,3110,HAMPTON INNS,LEXINGTON,SC,290722667,32124
3111,3111,"ADVANTAGE SPORT & FITNESS, INC.",ITHACA,NY,14850,34374
3112,3112,PREDATORTOOLS,BRIDGETON,NJ,08302,37199
3113,3113,APAC ATLANTIC INC,ASHEVILLE,NC,28816-6939,2761
3114,3114,MARTIN-MCGILL INC,ASHEVILLE,NC,28801,1765
3115,3115,"ADVANCED DATA AND NETWORK SOLUTIONS, INC.",ASHEVILLE,NC,28801,10421
3116,3116,ENGINEERING SALES ASOCIATES OF THE SOUTHEAST INC.,CHARLOTTE,NC,28235,18536
3117,3117,SPORTS ADDIX,LOWELL,MI,49331,33143
3118,3118,NC DHSR RADIATION PRO,RALEIGH,NC,27699,35184
3119,3119,"CMTA,INC",CHARLOTTE,NC,28262,35848
3120,3120,CITY CLERKS ASSOCIATIO,SACRAMENTO,CA,95814,37434
3121,3121,ROBERT ERIC MCDONALD,CANDLER,NC,28715,38098
3122,3122,HILTON HOTELS,NEW ORLEANS,LA,701301656,27069
3123,3123,THE HAWKINS COMPANY,LOS ANGELES,CA,90045,27192
3124,3124,"MITCH CONRACTING CO., INC.",MILL SPRING,NC,28756,28778
3125,3125,TEXTBOOKXCOMFORT HAYS,NORWALK,CT,06854,30438
3126,3126,LISTEN360 INC,ATLANTA,GA,30009,32147
3127,3127,"CANNADY, CALVIN",ASHEVILLE,NC,28801,703
3128,3128,"BUCKEYE BRIDGE, LLC ",CANTON,NC,28716,24009
